Job Title,Company Name,Location,Skills,Links,Salary,Responsibilities,Date of poste
Senior Front End Developer,Dafater ,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · front-end · CSS · Information Technology (IT) · JavaScript · Python · Software Development · Web,https://wuzzuf.net/jobs/p/MhaeB618JVBD-Senior-Front-End-Developer-Dafater-Cairo-Egypt?o=74&l=sp&t=sj&a=python|search-v3|hpb,,,19 days ago
NodeJS Backend Developer,Genwin ,"Obour City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Science · Information Technology (IT) · Software Development · Microservices · NoSQL · Nodejs · javaScript,https://wuzzuf.net/jobs/p/zOUBjvg9ueUp-NodeJS-Backend-Developer-Genwin-Cairo-Egypt?o=75&l=sp&t=sj&a=python|search-v3|hpb,,,19 days ago
Full Stack Engineer,Assistive Technologies ,"New Capital, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Full Stack · Engineering · Computer Engineering · Information Technology (IT) · Java · PHP · JavaScript,https://wuzzuf.net/jobs/p/OezQ23jbq7a0-Full-Stack-Engineer-Assistive-Technologies-Cairo-Egypt?o=76&l=sp&t=sj&a=python|search-v3|hpb,,,19 days ago
"C++ Software Developer, (Seniors ) - Multinational",Pillars ,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · C++ · Python · Software Development · Development,https://wuzzuf.net/jobs/p/gxlrGPYbromn-C-Software-Developer-Seniors---Multinational-Pillars-Cairo-Egypt?o=77&l=sp&t=sj&a=python|search-v3|hpb,,,21 days ago
Senior Ruby on Rails Engineer,Terkwaz Solutions ,"Riyadh, Saudi Arabia ",Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Rails · Ruby · Ruby on Rails · Back-End Development · AWS · IOT · Software Development · Web Development,https://wuzzuf.net/jobs/p/o3NoFYz3iwDx-Senior-Ruby-on-Rails-Engineer-Terkwaz-Solutions-Riyadh-Saudi-Arabia?o=78&l=sp&t=sj&a=python|search-v3|hpb,,,17 days ago
Senior Software Tester Automation,FlairsTech ,"Maadi, Cairo, Egypt ",Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Testing · QC · Manual Tester · Computer Science · Quality Control · Information Technology (IT) · Quality Assurance,https://wuzzuf.net/jobs/p/Qiz8LHnnQna8-Senior-Software-Tester-Automation-FlairsTech-Cairo-Egypt?o=79&l=sp&t=sj&a=python|search-v3|hpb,,,17 days ago
Odoo Developer,ECS  Energy & Contracting Solutions ,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo · JavaScript · jQuery · PostgreSQL · Python · XML · Programming · Git,https://wuzzuf.net/jobs/p/bLxBLEFY2JjQ-Odoo-Developer-ECS---Energy-Contracting-Solutions-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|hpb,,,24 days ago
Data Scientist & BI Developer,Easy System ,"Mokattam, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Data Science · Information Technology (IT) · Data · Computer Science · Oracle Obiee · Microsoft Power BI · Power BI,https://wuzzuf.net/jobs/p/i0p1MSNfwMyF-Data-Scientist-BI-Developer-Easy-System-Cairo-Egypt?o=81&l=sp&t=sj&a=python|search-v3|hpb,,,18 days ago
Data Science Instructor,EpsilonAI ,"Nasr City, Cairo, Egypt ",Full TimePart TimeFreelance / ProjectEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · Data Science · Computer Science · Computer Engineering · Python · Machine Learning · Deep Learning · Artificial Intelligence (AI),https://wuzzuf.net/jobs/p/UqIDCNx73M7a-Data-Science-Instructor-EpsilonAI-Cairo-Egypt?o=82&l=sp&t=sj&a=python|search-v3|hpb,,,21 days ago
Odoo Developer,SITA EGYPT ,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Business Systems · Python · PostgreSQL · CSS · Database · HTML · Computer Science · Odoo,https://wuzzuf.net/jobs/p/eFecGl32JrD6-Odoo-Developer-SITA-EGYPT-Giza-Egypt?o=83&l=sp&t=sj&a=python|search-v3|hpb,,,23 days ago
Systems Analyst,Confidential ,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · System Analysis · Business Analysis · SQL · Data Analysis · Computer Science · Information Systems · Information Technology (IT),https://wuzzuf.net/jobs/p/dvtA56sep8L9-Systems-Analyst-Cairo-Egypt?o=84&l=sp&t=sj&a=python|search-v3|hpb,,,19 days ago
Odoo Developer - Remotely (Urgently),Confidential ,"Cairo, Egypt ",Full TimePart TimeWork From HomeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Python · Odoo · IT · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/4q2vG9OO55g5-Odoo-Developer---Remotely-Urgently-Cairo-Egypt?o=85&l=sp&t=sj&a=python|search-v3|hpb,,,20 days ago
Senior RPA Developer .Net,SmartTech Systems ,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · English · Information Technology (IT) · Development · Programming · Python · Software Development · Typescript,https://wuzzuf.net/jobs/p/KpLfawknHq8y-Senior-RPA-Developer-Net-SmartTech-Systems-Cairo-Egypt?o=86&l=sp&t=sj&a=python|search-v3|hpb,,,23 days ago
Linux System Administrator,Dimofinf Operations Center ,"Nasr City, Cairo, Egypt ",Full TimeShift BasedExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Linux · Hosting · Information Technology (IT) · Computer Science · Web Hosting · CPanel · WHM,https://wuzzuf.net/jobs/p/8Uafq9lRxCbY-Linux-System-Administrator-Dimofinf-Operations-Center-Cairo-Egypt?o=87&l=sp&t=sj&a=python|search-v3|hpb,,,26 days ago
Senior Odoo Developer,Ejadtech ,"Dokki, Giza, Egypt ",Full TimeExperienced · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Git · HTML · jQuery · JavaScript · XML · Development · Software Development,https://wuzzuf.net/jobs/p/bvOTYPYwWYT3-Senior-Odoo-Developer-Ejadtech-Giza-Egypt?o=88&l=sp&t=sj&a=python|search-v3|hpb,,,26 days ago
Senior Software Engineer,WeStore ,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Amazon AWS · Software Development · Software Engineering · Ecommerce · AWS Cloud · Agile · Python,https://wuzzuf.net/jobs/p/uOxXgOIytQOD-Senior-Software-Engineer-WeStore-Cairo-Egypt?o=89&l=sp&t=sj&a=python|search-v3|hpb,,,24 days ago
Hardware Engineer,ElSewedy Electrometer ,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Telecommunication · Information Technology (IT) · Computer Science · Computer Engineering · Python · Computer Hardware · Hardware Implementation,https://wuzzuf.net/jobs/p/XsrnT1QovbeW-Hardware-Engineer-El-Sewedy-Electrometer-Giza-Egypt?o=90&l=sp&t=sj&a=python|search-v3|hpb,,,26 days ago
Google Cloud Engineer,"Nile Bits, LLC ","6th of October, Giza, Egypt ",Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Google cloud · google · Information Technology (IT) · APIs · Computer Science · Engineering · Infrastructure · NodeJS,https://wuzzuf.net/jobs/p/QDRVoP6ZZEha-Google-Cloud-Engineer-Nile-Bits-LLC-Giza-Egypt?o=91&l=sp&t=sj&a=python|search-v3|hpb,,,25 days ago
Computer Vision Engineer,A1Softech ,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Algorithms · Information Technology (IT) · Python · Deep Learning · TensorFlow · NumPy · Tracking algorithms,https://wuzzuf.net/jobs/p/3zMh42IU5kCn-Computer-Vision-Engineer-A1Softech-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|hpb,,,26 days ago
Product Technical Writer,Mobile Wave 3 ,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Writing/Editorial · IT/Software Development · Engineering - Telecom/Technology · Technical Writing · English · C++ · Python · HTML · CSS · LMS,https://wuzzuf.net/jobs/p/Dat2yb7Jx0ZF-Product-Technical-Writer-Mobile-Wave-3-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|hpb,,,25 days ago
Frontend Developer,Egyptian Medical Syndicates Union ,"Sayeda Zeinab, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · React · JavaScript · Python · Software Development · Programming · Frameworks,https://wuzzuf.net/jobs/p/XgNU2sQwsy1A-Frontend-Developer-Egyptian-Medical-Syndicates-Union-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|hpb,,,27 days ago
Junior Full Stack Developer (.Net Core & Angular 9+),Dryve  ,"Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · .Net · ASP.Net · SQL · Web Development · Software Development · .Net Core · Full Stack Development,https://wuzzuf.net/jobs/p/RLfbPWROj93W-Junior-Full-Stack-Developer-Net-Core-Angular-9-Dryve-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|hpb,,,26 days ago
Senior Full Stack Developer (.Net Core & Angular 9+),Dryve  ,"Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · .Net · ASP.Net · SQL · Web Development · Software Development · .Net Core · Full Stack Development,https://wuzzuf.net/jobs/p/J8DWwBuMVm8r-Senior-Full-Stack-Developer-Net-Core-Angular-9-Dryve-Cairo-Egypt?o=96&l=sp&t=sj&a=python|search-v3|hpb,,,26 days ago
R&D Engineer,Simplex ,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · R&D/Science · Creative/Design/Art · Engineering - Other · Design · SolidWorks · Mechatronics · Electronics · Programming · Software · CAD,https://wuzzuf.net/jobs/p/dGyxqUBPE5rr-RD-Engineer-Simplex-Cairo-Egypt?o=97&l=sp&t=sj&a=python|search-v3|hpb,,,28 days ago
Game Development Lead,Confidential ,"Cairo, Egypt ",Full TimeManager · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Game development · Game · Design · 3D · Information Technology (IT) · Programming · Games,https://wuzzuf.net/jobs/p/DWM74KDdrbZ0-Game-Development-Lead-Cairo-Egypt?o=98&l=sp&t=sj&a=python|search-v3|hpb,,,29 days ago
JavaScript Developer - Cairo,Paymob Solutions ,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · javaScript · Information Technology (IT) · Front-End · HTML5 · Software Development · Django · Computer Science · AngularJS,https://wuzzuf.net/jobs/p/ITtSfxz5v6AM-JavaScript-Developer---Cairo-Paymob-Solutions-Cairo-Egypt?o=99&l=sp&t=sj&a=python|search-v3|hpb,,,29 days ago
Senior Devops Engineer,Andela ,"Cairo, Egypt ",Full TimeFreelance / ProjectWork From HomeExperienced · 2 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Engineering · Software · Development · Agile,https://wuzzuf.net/jobs/p/iqJrG1jKTRkL-Senior-Devops-Engineer-Andela-Cairo-Egypt?o=100&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Linux Administrator (Remote),ServerHub ,"Dallas, United States ",Full TimeWork From HomeExperienced · 2 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · Linux administrator · Information Technology (IT) · Azure · AWS · System Administration · Computer Science · Networking,https://wuzzuf.net/jobs/p/01YOk7BRLVuE-Linux-Administrator-Remote-ServerHub-Dallas-United-States?o=101&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Full Stack Developer (Fully Remote Working),Confidential ,"Alexandria, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Python · React · SQL · JavaScript · AWS · Agile,https://wuzzuf.net/jobs/p/7NZkfOo0TphY-Full-Stack-Developer-Fully-Remote-Working-Alexandria-Egypt?o=102&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Odoo Developer,Open Source  ,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS · JavaScript · Odoo · PostgreSQL · Python · XML · jQuery · HTML,https://wuzzuf.net/jobs/p/ktJGvyQupdiv-Odoo-Developer-Open-Source-Giza-Egypt?o=103&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Business Intelligence Developer,Maxab ,"Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Business Development · Business Development · Tableau · Business Intelligence · Data Analysis · Python,https://wuzzuf.net/jobs/p/4O8XKo37QSoy-Business-Intelligence-Developer-Maxab-Cairo-Egypt?o=104&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
QA Automation Tester,Confidential ,"Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Engineering · automated testing · Engineering · Information Technology (IT) · Manual Testing · Quality Assurance · Python,https://wuzzuf.net/jobs/p/cz3iPVc4fc89-QA-Automation-Tester-Cairo-Egypt?o=105&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Robotics / Mechatronics Engineer,Procoor ,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical Engineering · Communication skills · Electrical Engineering · Engineering · Robotics · Mechatronics · Programming · Python · Software,https://wuzzuf.net/jobs/p/C0chczQnv8Un-Robotics-Mechatronics-Engineer-Procoor-Cairo-Egypt?o=106&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Full Stack Developer,Engosoft ,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Computer Science · English · Information Technology (IT) · Laravel · MySQL · PHP · Software Development · Python,https://wuzzuf.net/jobs/p/etEmMkQdMYZ1-Full-Stack-Developer-Engosoft-Cairo-Egypt?o=107&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Data Engineer,Confidential ,"Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Analysis · BI · Computer Engineering · Computer Science · Data · Engineering · Information Technology (IT) · Python,https://wuzzuf.net/jobs/p/T4RuxCx8gX6p-Data-Engineer-Cairo-Egypt?o=108&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Research Scientist,Confidential ,"Cairo, Egypt ",Part TimeEntry Level · R&D/Science · IT/Software Development · Data Science · optimization · python,https://wuzzuf.net/jobs/p/i1qx1ZDM0dBX-Research-Scientist-Cairo-Egypt?o=109&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Senior Devops Engineer - Sweden,ICT Cube ,"Goeteborg, Sweden ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Docker · Engineering · Information Technology (IT) · Python · Computer Engineering · Java · Software Development,https://wuzzuf.net/jobs/p/U4pSlmpcYANk-Senior-Devops-Engineer---Sweden-ICT-Cube-Goeteborg-Sweden?o=110&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Data Engineer,Ashtar.app ,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · SQL · Analysis · Python · Big Data,https://wuzzuf.net/jobs/p/3DaUpT3Qz6Q1-Data-Engineer-Ashtar-app-Cairo-Egypt?o=111&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Odoo Developer,Confidential ,"Victoria, Alexandria, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Python · Odoo · Software Development · XML · API · Programming,https://wuzzuf.net/jobs/p/o1RN1FGT5W6B-Odoo-Developer-Alexandria-Egypt?o=112&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
System Engineer - Application Performance Monitoring (APM),Ejada (Cairo) ,"Cairo, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AppDynamics · .Net · Java · NodeJS · PHP · Linux · Bash · Perl,https://wuzzuf.net/jobs/p/UHamHcTKya5X-System-Engineer---Application-Performance-Monitoring-APM-Ejada-Cairo-Cairo-Egypt?o=113&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Software Support Engineer,Trufla ,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Technical Support · Software · Technical Office · Computer Science · MySQL · Git · PHP,https://wuzzuf.net/jobs/p/dup0uttozhft-Software-Support-Engineer-Trufla-Cairo-Egypt?o=114&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
QA Automation Engineer - Cairo,EXALT Technologies ,"Cairo, Egypt ",Full TimeExperienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Computer Engineering · Information Technology (IT) · Python · Django · Design Patterns · Unit Testing,https://wuzzuf.net/jobs/p/ZwtX5Z9cctSq-QA-Automation-Engineer---Cairo-EXALT-Technologies-Cairo-Egypt?o=115&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Senior Ruby On Rails Developer,FlairsTech ,"Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS · HTML · PHP · MySQL · javaScript · Engineering · Computer Engineering · Computer Science,https://wuzzuf.net/jobs/p/VGHDVGnQFEfJ-Senior-Ruby-On-Rails-Developer-FlairsTech-Cairo-Egypt?o=116&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Senior Front End Developer - React,Trufla ,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Front-End · Software Development · Web Development · Computer Science · JQuery · Angular · HTML,https://wuzzuf.net/jobs/p/xAoJifL3xHOi-Senior-Front-End-Developer---React-Trufla-Cairo-Egypt?o=117&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Backend Developer,Khales ,"Giza, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · Java · Ruby · RESTful APIs · microservice · python development,https://wuzzuf.net/jobs/p/QIuWpuP1qZu7-Backend-Developer-Khales-Giza-Egypt?o=118&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Web Application Developer,Razaz Group ,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · PHP Web Programming · Web Development · Web Marketing · SEO · Oracle · PHP · Java,https://wuzzuf.net/jobs/p/dqLo2ADjCu4l-Web-Application-Developer-Razaz-Group-Cairo-Egypt?o=119&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Lead Data Scientist,Confidential ,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Data · Data Science · Engineering · Machine Learning · SQL · Statistics,https://wuzzuf.net/jobs/p/LfJgZ3kjVe9f-Lead-Data-Scientist-Cairo-Egypt?o=120&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Senior .Net developer,Expleo ,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · C# · Python · Software Development · JavaScript · Computer Science · Selenium · Information Technology (IT),https://wuzzuf.net/jobs/p/iRDLWoT3Mm6k-Senior-Net-developer-Expleo-Cairo-Egypt?o=121&l=sp&t=sj&a=python|search-v3|hpb,,,4 days ago
Senior Data Engineer,Unifonic ,"Cairo, Egypt ",Full TimeExperienced · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Big Data · kafka · Spark · Hadoop · AWS · Computer Science · Database · Development,https://wuzzuf.net/jobs/p/l9oSNEsKYfQZ-Senior-Data-Engineer-Unifonic-Cairo-Egypt?o=122&l=sp&t=sj&a=python|search-v3|hpb,,,1 month ago
Test Automation Engineer,AFKAR Technology ,"Giza, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Java · RPA · C# · Software Testing · Selenium · Testing,https://wuzzuf.net/jobs/p/KhiXSdN4Z2qR-Test-Automation-Engineer-AFKAR-Technology-Giza-Egypt?o=123&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
DevOps Engineer / Site Reliability Engineer - Jumia Pay,Jumia ,"Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Site Reliability · Linux · DevOps · AWS · Python · Docker,https://wuzzuf.net/jobs/p/FXZryh0epj79-DevOps-Engineer-Site-Reliability-Engineer---Jumia-Pay-Jumia-Cairo-Egypt?o=124&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
Data Scientist,B.Tech ,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python · Information Technology (IT) · Computer Science · Data Science · Statistics · SQL · MySQL,https://wuzzuf.net/jobs/p/K8m0eVH7PkLZ-Data-Scientist-B-Tech-Cairo-Egypt?o=125&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
Odoo Developer,3S Software ,"Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PostgreSQL · Odoo · API · Computer Science · HTML · Information Technology (IT) · JavaScript · jQuery,https://wuzzuf.net/jobs/p/rTscusnAQ7C2-Odoo-Developer-3S-Software-Cairo-Egypt?o=126&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
Senior DevOps Engineer,Trufla ,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Software Engineering · DevOps · Computer Science · Automation · Python · AWS · Information Technology (IT),https://wuzzuf.net/jobs/p/jjme1DmiCUNT-Senior-DevOps-Engineer-Trufla-Cairo-Egypt?o=127&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
Odoo Developer,Crevisoft Corporation ,"Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML · API · SQL · XML · jQuery · JavaScript · Odoo · PostgreSQL,https://wuzzuf.net/jobs/p/PlSyOhLNGbK2-Odoo-Developer-Crevisoft-Corporation-Cairo-Egypt?o=128&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
Senior DevOps Engineer,Evolvice GmbH ,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · DevOps · Docker · Engineering · English · Information Technology (IT) · Kubernetes · Python,https://wuzzuf.net/jobs/p/je7i0yoipsPg-Senior-DevOps-Engineer-Evolvice-GmbH-Cairo-Egypt?o=129&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
Solution Architect ( PHP ),Expand Cart ,"6th of October, Giza, Egypt ",Full TimeExperienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Architecture · Computer Engineering · Computer Science · Design · Engineering · CSS · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/grVxXasOewtO-Solution-Architect-PHP-Expand-Cart-Giza-Egypt?o=130&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
Devops Engineer,Kashier Payment Solutions ,"Zamalek, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · DevOps · Software Development · Python · Agile · AWS · Automation,https://wuzzuf.net/jobs/p/XH2PCk8fCDUP-Devops-Engineer-Kashier-Payment-Solutions-Cairo-Egypt?o=131&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
Software Development Manager,OdooTec ,"Cairo, Egypt ",Full TimeManager · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · MVC · Software Engineering · Programming · Software Development,https://wuzzuf.net/jobs/p/jed2JBdrHI0y-Software-Development-Manager-OdooTec-Cairo-Egypt?o=132&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
Senior Data Engineer,Musala Soft ,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · NoSQL · English · Engineering · SQL · Information Technology (IT) · Python · NumPy · Pandas,https://wuzzuf.net/jobs/p/txCiV7fL4joK-Senior-Data-Engineer-Musala-Soft-Cairo-Egypt?o=133&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
Big Data Engineer - Jumia Food,Jumia ,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Big Data · Computer Engineering · Java · Hadoop · Linux,https://wuzzuf.net/jobs/p/7qbA2cMlTt1H-Big-Data-Engineer---Jumia-Food-Jumia-Cairo-Egypt?o=134&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
Senior IT Infrastructure Software Engineer,Quality unit ,"New Cairo, Cairo, Egypt ",Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Software Development · Software Engineering · Git · Github · Development · Computer Science · Programming,https://wuzzuf.net/jobs/p/3z9yiEmIUJGr-Senior-IT-Infrastructure-Software-Engineer-Quality-unit-Cairo-Egypt?o=135&l=sp&t=sj&a=python|search-v3|hpb,,,2 months ago
"RPA Developer (Automation Anywhere, UiPath, Blue Prism)",Tarqeem Solutions ,"Mohandessin, Giza, Egypt ",Full TimeWork From HomeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · RPA · Automation Anywhere · Automation · BluePrism · Software Development · Computer Science · Information Technology (IT) · Python,https://wuzzuf.net/jobs/p/djL9BpCtymev-RPA-Developer-Automation-Anywhere-UiPath-Blue-Prism-Tarqeem-Solutions-Giza-Egypt?o=136&l=sp&t=sj&a=python|search-v3|hpb,,,3 days ago
